file_name,box.0,box.1,box.2,box.3,text,label
0001239897.json,123,209,140,217,,other
0001239897.json,108,283,156,292,SUBJECT:,question
0001239897.json,108,305,151,318,SAMPLE:,question
0001239897.json,107,328,175,341,CIGARETTES,header
0001239897.json,436,235,482,249,PROJECT,question
0001239897.json,113,455,174,468,REFERENCE,question
0001239897.json,109,501,175,512,ATTRIBUTES,header
0001239897.json,348,457,394,468,VICEROY,question
0001239897.json,480,455,548,468,Competitive,question
0001239897.json,515,468,543,479,54%,answer
0001239897.json,515,478,544,489,46%46%,answer
0001239897.json,377,468,399,478,47%,answer
0001239897.json,377,479,399,489,53%,answer
0001239897.json,229,500,275,513,VICEROY,question
0001239897.json,469,501,536,511,Competitive,header
0001239897.json,451,557,472,567,-13,answer
0001239897.json,536,559,558,569,-4,answer
0001239897.json,450,571,471,579,-7,answer
0001239897.json,534,570,561,583,+7*,answer
0001239897.json,450,582,475,592,+14,answer
0001239897.json,532,581,561,592,+26*,answer
0001239897.json,293,557,320,571,-15*,answer
0001239897.json,211,582,231,592,+22,answer
0001239897.json,208,557,228,570,+1,answer
0001239897.json,208,571,230,581,+5,answer
0001239897.json,293,570,317,578,-5,answer
0001239897.json,292,581,314,592,+21,answer
0001239897.json,106,557,159,570,STRENGTH,question
0001239897.json,108,571,167,581,HARSHNESS,question
0001239897.json,108,581,171,595,AFTERTASTE,question
0001239897.json,107,235,256,260,TOP- LINES NON- MENTHOL PRODUCT TEST,header
0001239897.json,486,233,547,250,# 19 4- 26A,answer
0001239897.json,203,281,499,296,25% Replacement of Propylene Glycol With SORBITOL,answer
0001239897.json,203,303,422,319,250 VICEROY/ 125 Marlboro/ 125 Winston,answer
0001239897.json,203,339,270,352,#627/ 647 -,question
0001239897.json,203,363,271,376,#647/ #627 -,question
0001239897.json,275,338,386,352,Current VICEROY B4,answer
0001239897.json,275,362,457,398,Current VICEROY 84 except with 25% of the propylene glycol replaced with SORBITOL.,answer
0001239897.json,13,908,206,943,NOTICE IF THE FILM IMAGE IS LESS CLEAR THAN THIS NOTICE. IT IS DUE TO THE QUALITY OF THE DOCUMENT BEING FILMED,other
0001239897.json,214,908,419,940,77905 6433,other
0001239897.json,295,598,451,612,*Statistically Significant,other
0001239897.json,109,468,172,479,(#627/ 647,answer
0001239897.json,108,479,171,492,(#647/ 627),answer
0001239897.json,184,468,310,490,Current VICEROY 84 25% PG with SORBITOL,answer
0001239897.json,425,514,494,547,Current VICEROY 84 (#647/ 647,question
0001239897.json,508,513,579,546,25% PG w/ SORBITOL (#647/ 627),question
0001239897.json,184,513,254,547,Current VICEROY 84 (#627/ 647),answer
0001239897.json,268,511,339,548,25% PG w/ SORBITOL #647/ 627,answer

file_name,box.0,box.1,box.2,box.3,text,label
0001438955.json,45,209,91,224,Title,question
0001438955.json,46,501,117,516,OVERALL:,question
0001438955.json,45,557,81,572,SEX:,header
0001438955.json,45,644,84,658,AGE:,header
0001438955.json,45,814,161,828,BRAND SMOKER,header
0001438955.json,46,574,87,585,Male,question
0001438955.json,487,883,603,908,465508326,other
0001438955.json,46,587,99,600,Female,question
0001438955.json,366,823,381,838,6,answer
0001438955.json,370,837,378,854,7,answer
0001438955.json,411,823,454,840,(17),answer
0001438955.json,412,839,457,853,(205),answer
0001438955.json,208,742,236,755,3.1,answer
0001438955.json,211,754,236,769,4.2,answer
0001438955.json,263,740,302,755,(129),answer
0001438955.json,261,753,300,770,(95),answer
0001438955.json,366,739,379,753,5,answer
0001438955.json,367,753,381,767,9,answer
0001438955.json,412,737,451,754,(117),answer
0001438955.json,415,753,453,770,(105),answer
0001438955.json,261,655,302,669,(63),answer
0001438955.json,263,669,302,683,(66),answer
0001438955.json,263,684,302,697,(46),answer
0001438955.json,263,697,301,712,(49),answer
0001438955.json,208,655,235,670,3.2,answer
0001438955.json,208,670,237,683,3.0,answer
0001438955.json,209,683,237,697,4.4,answer
0001438955.json,209,698,236,713,4.0,answer
0001438955.json,209,568,234,585,1.9,answer
0001438955.json,208,585,237,598,5.0,answer
0001438955.json,261,568,300,585,(104),answer
0001438955.json,263,585,301,599,(120),answer
0001438955.json,365,567,379,582,7,answer
0001438955.json,367,584,381,597,7,answer
0001438955.json,415,568,451,582,(101),answer
0001438955.json,413,582,449,597,(121),answer
0001438955.json,208,496,242,516,3.4%,answer
0001438955.json,261,500,300,514,(224),answer
0001438955.json,369,497,386,512,7%,answer
0001438955.json,412,496,448,513,(222),answer
0001438955.json,144,180,203,193,BELAIR,answer
0001438955.json,609,203,638,220,285,answer
0001438955.json,209,457,226,472,%,other
0001438955.json,365,457,380,471,%,other
0001438955.json,196,443,241,458,SCORE,question
0001438955.json,263,443,302,458,BASE,question
0001438955.json,349,443,394,457,SCORE,question
0001438955.json,416,443,452,457,BASE,question
0001438955.json,237,427,268,441,PM6,header
0001438955.json,553,426,624,441,COMMENTS,header
0001438955.json,45,182,92,197,Brand,question
0001438955.json,281,84,419,127,NEWSPAPER SCORES AUDIENCE STUDIES,header
0001438955.json,145,205,443,222,""" KALEIDOSCOPE - - GONE WITH THE WIND "" *",answer
0001438955.json,483,176,564,191,Project #,question
0001438955.json,483,205,586,220,Total Sample,question
0001438955.json,609,173,655,189,72- 31,answer
0001438955.json,43,239,100,253,Code #,question
0001438955.json,47,264,136,284,Type of Ad,question
0001438955.json,47,292,184,312,Newspaper (Date),question
0001438955.json,147,235,243,251,R/ BSS- 71- 19,answer
0001438955.json,149,263,343,278,"PARADE, 1 Page, 4- Color",answer
0001438955.json,341,426,455,443,PROVED RECALL,header
0001438955.json,480,499,678,529,*This was a combination ad with RALEIGH.,other
0001438955.json,43,655,119,672,Under 25,question
0001438955.json,46,670,91,685,25- 34,question
0001438955.json,49,684,94,700,35- 44,question
0001438955.json,49,700,130,718,45 & Over,question
0001438955.json,46,742,126,772,Under 35 35 & Over,question
0001438955.json,46,828,205,843,Test Brand Smokers,question
0001438955.json,46,841,197,856,All Other Smokers,question
0001438955.json,215,289,616,309,Pittsburgh Pittsburgh PUTSBURGH PRESS (4 /23 /72,answer
0001438955.json,216,317,616,337,San Diego SAN DIEGO UNION (4 /23 /72,answer
0001438955.json,216,345,617,367,Dayton DAYTON NEWS (4 /23 /72),answer
0001438955.json,212,372,616,393,Birmingham BIRMINGHAM NEWS (4 /23 /72),answer

file_name,box.0,box.1,box.2,box.3,text,label
0001456787.json,76,67,118,82,SECRET,other
0001456787.json,69,517,121,532,Weights,header
0001456787.json,69,676,145,690,Supplier(s),question
0001456787.json,71,729,108,741,Color,question
0001456787.json,71,783,127,794,Porosity,question
0001456787.json,69,872,131,883,Substance,question
0001456787.json,446,281,463,292,mm,answer
0001456787.json,552,362,569,371,mm,answer
0001456787.json,446,359,465,368,mm,answer
0001456787.json,520,464,544,480,13%,answer
0001456787.json,446,544,463,561,mg,answer
0001456787.json,554,545,568,559,mg,answer
0001456787.json,473,754,495,770,N/A,answer
0001456787.json,352,756,378,771,N/A,answer
0001456787.json,473,808,495,820,N/A,answer
0001456787.json,353,809,375,821,N/A,answer
0001456787.json,520,894,630,913,620753790,other
0001456787.json,244,106,370,136,CHAMP S/ L TRIAL SPECIFICATION,header
0001456787.json,397,162,461,187,BWIT Suggestion,question
0001456787.json,512,173,564,188,HK Trial,question
0001456787.json,75,147,184,162,CIGARETTE MAKING,header
0001456787.json,74,172,233,187,Physical Characteristics,header
0001456787.json,74,198,235,212,Overall Cigarette Length,question
0001456787.json,74,224,193,240,Tobacco Rod Length,question
0001456787.json,74,251,195,266,Filter Plug Length,question
0001456787.json,74,277,310,294,Filter Plug Pressure Drop (unencap.),question
0001456787.json,74,303,300,319,Filter Plug Pressure Drop (encap.),question
0001456787.json,75,330,227,344,Cigarette Circumference,question
0001456787.json,72,358,271,372,Total Pressure Drop (unencap.),question
0001456787.json,71,384,260,399,Total Pressure Drop (encap.),question
0001456787.json,71,411,168,425,Tipping Length,question
0001456787.json,74,436,287,451,Print Position (from filter end),question
0001456787.json,71,463,243,479,Moisture content (Packing),question
0001456787.json,71,490,227,504,Filter Ventilation Rate,question
0001456787.json,71,542,218,559,Total Cigarette Weight,question
0001456787.json,71,570,176,583,Net Net Tobacco,question
0001456787.json,70,596,197,608,Tobacco Rod Density,question
0001456787.json,72,622,279,637,Tipping and Tipping Application,header
0001456787.json,71,647,167,663,Tipping Paper:,header
0001456787.json,69,700,202,715,Supplier Code No(s).,question
0001456787.json,70,753,278,768,Perforation Type & No. of lines,question
0001456787.json,69,808,184,822,Print Description,question
0001456787.json,69,829,153,841,Bobbin Width,question
0001456787.json,69,849,161,866,Dobbin Length,question
0001456787.json,354,673,423,688,ECUSTA/ B&W,answer
0001456787.json,473,672,551,689,ECUSTA/ B & W,answer
0001456787.json,353,783,423,795,Non Porous,answer
0001456787.json,352,825,390,843,64 mm,answer
0001456787.json,354,847,399,862,2500 M,answer
0001456787.json,353,873,408,890,36 nm/ M2,answer
0001456787.json,475,783,541,796,Non Porous,answer
0001456787.json,470,828,509,843,64 mm,answer
0001456787.json,473,848,514,863,2500 M,answer
0001456787.json,475,873,526,890,36 nm /47M2,answer
0001456787.json,519,594,588,609,243.6 mg/ cc,answer
0001456787.json,400,592,482,609,243.6 mg/ ,answer
0001456787.json,400,567,463,586,858 mg,answer
0001456787.json,517,569,568,586,858 mg,answer
0001456787.json,519,438,568,452,35 mm,answer
0001456787.json,517,410,569,424,32 mm,answer
0001456787.json,406,413,462,424,32 mm,answer
0001456787.json,408,436,464,451,35 mm,answer
0001456787.json,405,461,461,478,13 %,answer
0001456787.json,408,323,463,344,24.8 mm,answer
0001456787.json,408,305,464,319,58.5 mm,answer
0001456787.json,514,327,569,344,24.8 mm,answer
0001456787.json,515,305,567,319,58.5 mm,answer
0001456787.json,520,281,569,292,62 mm,answer
0001456787.json,520,253,570,268,27 mm,answer
0001456787.json,519,227,566,238,72 mm,answer
0001456787.json,520,202,570,214,99 mm,answer
0001456787.json,414,200,465,214,99 mm,answer
0001456787.json,415,224,463,239,72 mm,answer
0001456787.json,413,251,464,265,27 mm,answer

file_name,box.0,box.1,box.2,box.3,text,label
0001463282.json,78,70,114,84,Date:,question
0001463282.json,78,96,166,110,Description:,question
0001463282.json,313,138,374,151,Budgeted:,header
0001463282.json,507,126,529,140,Yes,question
0001463282.json,508,138,530,153,Yes,question
0001463282.json,570,137,585,151,No,question
0001463282.json,570,123,585,138,No,question
0001463282.json,538,127,553,137,x,answer
0001463282.json,539,140,553,151,x,answer
0001463282.json,534,152,568,166,23.3,answer
0001463282.json,99,193,160,211,Supplier,question
0001463282.json,274,194,308,209,Cost,question
0001463282.json,313,191,331,209,($),question
0001463282.json,376,177,401,191,Est.,question
0001463282.json,366,194,408,209,Travel,other
0001463282.json,78,219,132,237,Kapuler,answer
0001463282.json,75,278,150,293,PROJECTED:,header
0001463282.json,427,669,461,682,Date,question
0001463282.json,429,696,461,713,Date,question
0001463282.json,430,722,461,737,Date,question
0001463282.json,427,749,459,764,Date,question
0001463282.json,427,777,459,794,Date,question
0001463282.json,78,821,106,834,cc:,question
0001463282.json,534,277,573,294,1990,other
0001463282.json,510,292,597,305,"370,000.00",answer
0001463282.json,510,318,595,332,"199,900.00",answer
0001463282.json,504,345,596,365,"-35,675,00",answer
0001463282.json,434,388,465,401,-O-,answer
0001463282.json,510,440,597,461,"164,225.00",answer
0001463282.json,507,483,596,501,"205,775.00",answer
0001463282.json,494,527,555,541,Product,answer
0001463282.json,563,528,597,539,Test,answer
0001463282.json,233,570,260,585,400,answer
0001463282.json,242,598,292,613,Kapuler,answer
0001463282.json,237,764,308,818,,answer
0001463282.json,285,789,339,806,Howard,answer
0001463282.json,260,791,281,805,,other
0001463282.json,243,792,260,807,,other
0001463282.json,486,832,536,849,BARCLAY,answer
0001463282.json,532,862,651,889,670801704,other
0001463282.json,538,67,553,82,6,answer
0001463282.json,478,70,500,85,No.,question
0001463282.json,237,42,459,56,MARKETING RESEARCH AUTHORIZATION,header
0001463282.json,242,54,458,71,(Recommended Proposal Attached),other
0001463282.json,170,95,447,113,Y- 1 Ultra 100' s vs. Winston Ultra 100' s,answer
0001463282.json,176,124,284,138,W. T. Carpenter,answer
0001463282.json,80,124,173,139,Requested By:,question
0001463282.json,311,124,496,139,Research Request Attached:,header
0001463282.json,310,149,483,168,Original Budgeted Amount,question
0001463282.json,80,165,299,181,Competitive Proposals Obtained:,header
0001463282.json,80,247,166,267,Market Facts,answer
0001463282.json,236,221,347,238,"$ 33,675 + 10% Est.",answer
0001463282.json,235,247,348,266,"$ 35,000 + 10 % Est.",answer
0001463282.json,448,191,524,208,Total Cost,question
0001463282.json,553,180,624,208,Cost Per Interview,question
0001463282.json,437,219,491,237,"$ 35,675",answer
0001463282.json,437,246,489,264,$ 37000,answer
0001463282.json,353,219,394,236,$ 2000,answer
0001463282.json,355,247,390,264,$ 2000,answer
0001463282.json,550,221,590,236,$ 84.2,answer
0001463282.json,552,247,588,264,$ 87.5,answer
0001463282.json,77,289,216,306,Internal Init. Date,question
0001463282.json,232,288,286,306,4/ ,answer
0001463282.json,233,314,285,332,12/ 90,answer
0001463282.json,77,317,190,349,Ext. Auth. Date Wave (s),question
0001463282.json,81,401,185,434,Field Complete Wave (s),question
0001463282.json,232,399,285,418,6/ 10/ 90,answer
0001463282.json,77,471,196,515,Final Report Due (Supplier Rpt.) Wave (s),question
0001463282.json,233,468,281,488,7/ 9/ 90,answer
0001463282.json,318,275,467,294,Summary of MRD Budget,header
0001463282.json,317,289,448,306,Total Area Budget:,question
0001463282.json,317,317,481,334,Current Bal. Available:,question
0001463282.json,316,345,463,377,This Change: (From Current Budget,question
0001463282.json,318,388,397,404,This Amount,question
0001463282.json,317,402,492,419,(From Next Year's Budget,question
0001463282.json,318,444,402,459,New Balance,question
0001463282.json,317,485,445,516,Commited to Date: (Current Year),question
0001463282.json,387,524,472,542,Project Type,question
0001463282.json,446,541,621,559,"(Product Test, A&U, etc.)",question
0001463282.json,78,568,163,583,Sample Size,question
0001463282.json,80,596,229,613,Recommended Supplier,question
0001463282.json,80,623,283,643,Reason (s) for Recommendation,question
0001463282.json,297,623,438,640,Lowest project costs,answer
0001463282.json,78,662,170,683,Submitted by:,question
0001463282.json,77,694,165,711,Approved By:,question
0001463282.json,77,721,165,738,Approved By:,question
0001463282.json,78,747,166,768,Approved By:,question
0001463282.json,80,777,172,795,Budget Check:,question
0001463282.json,80,806,153,820,Original -,question
0001463282.json,77,848,195,878,MRD00005 (revised 3/ 20) PPs 0425,other
0001463282.json,230,658,376,690,,answer
0001463282.json,242,689,344,731,L. E. Gravely,answer
0001463282.json,478,656,555,689,5/ 2/ 90,answer
0001463282.json,472,684,548,717,5/3 90,answer
0001463282.json,478,758,541,800,5/ 3/ 90,answer
